1744848334.4208758,-2.3999023,5.4000244,-2.9042969,3.6000977,-16.799805,2.9039917,10.800293,-1.7998047,3.8719978,-5.3999023,-9.5998535,3.871582,2.3999023,-6.0,-14.519897,9.0,1.2000122,5.8081055,-6.0,1.2001953,-1.9360003,-6.0,7.800293,-7.7440186,5.3999023,-1.1999512,-12.583984,3.0,5.4001465,5.8079987
1744848334.4548905,1.8000488,3.5999756,-16.456055,-6.0,-16.799805,9.679993,-4.199707,-1.7998047,4.84,4.7998047,-0.5998535,10.647949,-7.2001953,0.60009766,-8.711914,3.6000977,2.399994,-9.680176,-11.399902,5.4003906,-1.9360003,2.4001465,3.6000977,8.712006,6.6000977,-7.199951,-20.32788,0.60009766,6.6000977,6.776001
1744848334.4888775,2.3999023,-9.599976,-13.552246,1.2001953,-18.0,5.8079834,8.399902,3.6000977,-2.9040031,-3.0,6.6000977,7.7436523,1.199707,-3.5998535,-6.776001,6.0,5.399994,5.8081055,-2.3999023,4.7998047,-1.9360003,2.4001465,6.0,4.8399963,1.199707,4.800049,-2.9040527,1.8000488,4.199951,-1.9360046
1744848334.522874,-0.60009766,9.599976,-7.7441406,5.3999023,-27.0,0.96795654,9.600098,3.0,-3.8720016,2.3999023,0.60009766,4.8398438,3.5996094,-0.5998535,-3.8719482,2.4001465,1.2000122,0.0,-2.3999023,1.2001953,6.776,-2.3999023,3.6000977,-0.9680176,0.60009766,1.1999512,-11.615967,2.4001465,7.800049,-3.8720093
1744848334.5568867,-3.6000977,3.5999756,0.0,-1.2001953,-25.799805,1.9359741,3.0,-1.7998047,9.68,1.7998047,-8.399902,7.7436523,0.5996094,-3.0,-2.9039307,4.2001953,5.399994,-17.424316,-7.800293,4.7998047,7.744,0.0,6.0,-1.9360046,-4.800293,0.5998535,-14.52002,-3.0,0.60009766,-7.7440033
1744848334.5908751,-0.60009766,2.4000244,-5.8081055,0.0,-15.600098,6.77594,4.2001953,1.800293,10.647999,1.7998047,18.0,17.423828,4.7998047,1.2001953,-17.42395,2.4001465,4.799988,6.775879,-13.200195,1.7998047,-1.9360003,-3.0,4.800293,-4.8399963,0.60009766,0.5998535,-1.9360352,-1.7998047,7.800049,0.9680023
1744848334.654614,-0.60009766,-4.200012,-22.26416,-3.0,-12.0,5.8079834,-0.60009766,1.800293,10.647999,-7.2001953,2.4001465,-0.9682617,4.7998047,-2.3999023,-3.8719482,1.8000488,7.799988,4.8398438,-0.60009766,3.0,-3.8720002,-1.1999512,7.800293,3.8719788,1.7998047,-1.8000488,-11.615967,-1.7998047,10.199951,-3.8720093
1744848334.7906153,-7.800049,4.799988,-0.9682617,3.0,-20.399902,-10.64801,4.2001953,6.0,4.84,3.6000977,-1.7998047,22.263672,0.0,10.800049,0.9680176,-0.5998535,3.0,-1.9360352,-10.200195,-1.2001953,-13.552,3.6000977,9.600098,-12.584015,-1.2001953,-2.4001465,-14.52002,-1.7998047,5.4001465,3.871994
1744848334.8586164,-2.3999023,6.5999756,-9.680176,-4.7998047,-15.600098,-5.8080444,-0.60009766,3.6000977,11.615997,-0.60009766,1.8000488,21.295898,1.199707,3.0,6.776001,-3.0,2.399994,6.775879,-9.0,4.7998047,-8.712,5.4001465,6.6000977,-11.615997,-1.800293,4.199951,-8.711914,-5.3999023,10.199951,6.776001
1744848334.994621,-6.0,-3.5999756,-7.7441406,-7.2001953,-12.0,13.551941,10.200195,-9.600098,8.711998,-6.6000977,-1.7998047,12.583984,-3.0,0.60009766,-11.615967,3.6000977,1.7999878,7.7441406,-7.2001953,4.2001953,-8.712,3.6000977,3.6000977,-4.8399963,4.199707,-0.60009766,0.0,-3.0,-0.60009766,-0.9680023
1744848335.0626175,-1.1999512,-1.2000122,-13.552246,-1.7998047,-19.799805,4.839966,7.2001953,-10.199707,-0.9680023,8.399902,3.0,16.455566,-1.800293,-3.5998535,-13.552002,-2.3999023,3.600006,-3.8720703,-13.800293,0.0,-14.52,-3.0,4.800293,-3.8720093,0.0,1.8000488,-10.647949,4.2001953,9.0,4.8399963
1744848335.198624,-6.0,3.0,-1.9360352,-1.2001953,-12.600098,-4.840027,-1.7998047,-6.0,-5.8080025,2.3999023,-2.3999023,13.551758,-4.2001953,-5.3999023,16.456055,4.800049,3.600006,0.96777344,-9.0,0.0,-9.68,-4.199951,3.6000977,1.9360046,-1.800293,-6.6000977,-10.647949,3.0,3.0,7.7440033
1744848335.2708886,-0.60009766,0.0,1.9360352,-2.3999023,-21.0,0.0,7.2001953,-3.6000977,0.0,3.6000977,0.0,14.52002,-2.4003906,9.0,-12.583984,3.6000977,0.0,-2.9042969,-11.399902,-1.2001953,0.0,1.1999512,7.2001953,0.96798706,0.0,-1.1999512,1.9360352,-3.0,2.4001465,9.679993
1744848335.4026256,-7.199951,-8.400024,-6.775879,4.2001953,-21.600098,1.9359741,4.2001953,0.0,-0.9680023,3.0,1.2001953,12.583984,-4.2001953,4.2001953,-16.455933,-4.7998047,6.600006,-2.9042969,-7.2001953,3.0,-8.712,1.8000488,0.60009766,-4.8399963,-0.60009766,0.5998535,-18.391846,-5.3999023,7.199951,4.8399963
1744848335.474897,-5.3999023,-3.5999756,-2.9042969,-5.3999023,-10.799805,22.263977,-3.6000977,-4.199707,4.84,-0.60009766,4.800049,6.775879,0.0,-5.3999023,-0.9678955,4.800049,3.0,-8.711914,-10.200195,4.7998047,-1.9360003,-1.8000488,4.2001953,-9.680023,3.0,1.8000488,-18.391846,-4.7998047,1.8000488,1.9359894
1744848335.6066303,0.60009766,-6.0,5.8081055,2.3999023,-9.0,7.7439575,7.800293,-9.600098,2.9039993,6.6000977,6.6000977,14.52002,-1.2001953,1.2001953,-13.552002,6.0,3.600006,-1.9360352,-6.0,4.7998047,-7.744,3.6000977,7.2001953,-9.680023,-1.2001953,1.1999512,-14.52002,4.800049,11.4001465,0.0
1744848335.678895,-7.199951,-5.4000244,2.9038086,1.2001953,-13.799805,13.551941,3.6000977,-3.6000977,18.391998,6.0,-7.199951,26.135742,-5.4003906,3.0,1.9360352,4.2001953,2.399994,-12.583984,-7.800293,-1.7998047,-12.584,4.800049,-3.6000977,-5.808014,-1.2001953,7.800049,-3.8720703,-2.3999023,4.199951,10.647995
1744848335.810643,-9.600098,4.200012,-14.52002,-8.399902,-11.399902,2.9039917,3.6000977,-7.199707,13.551998,0.60009766,7.2001953,0.96777344,7.199707,0.0,-7.7438965,2.4001465,3.0,10.647949,-12.0,0.5996094,-10.648001,0.0,6.6000977,8.712006,-4.2001953,-5.4001465,-5.8078613,-3.5998535,4.199951,-5.8079987
1744848335.882901,-6.6000977,1.7999878,-14.52002,-2.3999023,-16.799805,13.551941,4.800293,-0.60009766,8.711998,3.6000977,-1.7998047,8.711914,0.5996094,6.6000977,-13.552002,2.4001465,10.799988,3.8720703,-4.800293,-2.4003906,-12.584,-3.0,5.3999023,-11.615997,6.6000977,-3.6000977,-21.295898,-0.5998535,3.6000977,-4.8399963
1744848336.0189037,-17.399902,-3.5999756,0.96777344,4.2001953,-19.199707,1.9359741,4.800293,5.3999023,-1.9360008,-8.399902,7.800049,21.295898,-0.60009766,0.60009766,2.9040527,4.2001953,7.200012,0.0,-12.600098,4.7998047,-4.8399997,4.800049,9.0,-5.808014,-7.2001953,3.0,-8.711914,-5.3999023,7.199951,2.9039917
