1744848334.4208808,317.0,-91.0,494.0,0.05
1744848334.4556034,317.0,-91.0,494.0,0.05
1744848334.4900215,317.0,-91.0,494.0,0.05
1744848334.5243323,317.0,-91.0,494.0,0.05
1744848334.5586038,317.0,-91.0,494.0,0.05
1744848334.593036,317.0,-91.0,494.0,0.05
1744848334.657281,317.0,-91.0,494.0,-1
1744848334.7918172,317.0,-91.0,493.998901,0.05
1744848334.8616464,317.0,-91.0,493.998901,-1
1744848334.9960415,317.0,-91.0,493.997437,0.05
1744848335.0663764,317.0,-91.0,493.996368,-1
1744848335.2008128,317.0,-91.0,493.995026,0.05
1744848335.2712543,317.0,-91.0,493.993408,-1
1744848335.4057333,317.0,-91.0,493.991486,0.05
1744848335.4761045,317.0,-91.0,493.989227,-1
1744848335.610403,317.0,-91.0,493.986572,0.05
1744848335.6805508,317.0,-91.0,493.983582,-1
1744848335.8147907,317.0,-91.0,493.980164,0.05
1744848335.8854535,317.0,-91.0,493.976288,-1
1744848336.0200071,317.0,-91.0,493.971985,0.05
1744848336.0900877,317.0,-91.0,493.967194,-1
1744848336.2245674,317.0,-91.0,493.961884,0.05
1744848336.2947884,317.0,-91.0,493.956085,-1
1744848336.4293063,317.0,-91.0,493.949707,0.05
1744848336.5003514,317.0,-91.0,493.94281,-1
1744848336.6348262,317.0,-91.0,493.935303,0.05
1744848336.7058578,317.0,-91.0,493.927185,-1
1744848336.8403432,317.0,-91.0,493.918457,0.05
1744848336.9103281,317.0,-91.0,493.909088,-1
1744848337.0449457,317.0,-91.0,493.899048,0.05
1744848337.1149962,317.0,-91.0,493.888336,-1
1744848337.2495844,317.0,-91.0,493.876923,0.05
1744848337.3195684,317.0,-91.0,493.864807,-1
1744848337.4540317,317.0,-91.0,493.851929,0.05
1744848337.525558,317.0,-91.0,493.838348,-1
1744848337.6599507,317.0,-91.0,493.824005,0.05
1744848337.7314951,317.0,-91.0,493.808868,-1
1744848337.865911,317.0,-91.0,493.792938,0.05
1744848337.935984,317.0,-91.0,493.776215,-1
1744848338.0704277,317.0,-91.0,493.758636,0.05
1744848338.1408896,317.0,-91.0,493.740265,-1
1744848338.2753465,317.0,-91.0,493.721039,0.05
1744848338.3445878,317.0,-91.0,493.700928,-1
1744848338.4790497,317.0,-91.0,493.679993,0.05
1744848338.54927,317.0,-91.0,493.658142,-1
1744848338.6836808,317.0,-91.0,493.635376,0.05
1744848338.754979,317.0,-91.0,493.611725,-1
1744848338.8895302,317.0,-91.0,493.587158,0.05
1744848338.9599018,317.0,-91.0,493.561676,-1
1744848339.0943398,317.0,-91.0,493.535248,0.04
1744848339.1648457,317.0,-91.0,493.507874,-1
1744848339.299158,317.0,-91.0,493.479523,0.04
1744848339.3695402,317.0,-91.0,493.450226,-1
1744848339.5038602,317.0,-91.0,493.419922,0.04
1744848339.5742962,317.0,-91.0,493.388672,-1
1744848339.7086182,317.0,-91.0,493.356415,0.03
1744848339.7801058,317.0,-91.0,493.323151,-1
1744848339.914426,317.0,-91.0,493.28891,0.03
1744848339.984718,317.0,-91.0,493.253632,-1
1744848340.1191099,317.0,-91.0,493.217346,0.03
1744848340.1898096,317.0,-91.0,493.180023,-1
1744848340.3243525,317.0,-91.0,493.141693,0.02
1744848340.3953834,317.0,-91.0,493.102295,-1
1744848340.5297835,317.0,-91.0,493.06189,0.03
1744848340.5999782,317.0,-91.0,493.020416,-1
1744848340.7342653,317.0,-91.0,492.977905,0.03
1744848340.8060482,317.0,-91.0,492.934357,-1
1744848340.9404442,317.0,-91.0,492.889709,0.03
1744848341.0098562,317.0,-91.0,492.844025,-1
1744848341.1441875,317.0,-91.0,492.797302,0.03
1744848341.2167637,317.0,-91.0,492.749481,-1
1744848341.3511262,317.0,-91.0,492.700592,0.03
1744848341.4185653,317.0,-91.0,492.650665,-1
1744848341.5528636,317.0,-91.0,492.59964,0.02
1744848341.6233604,317.0,-91.0,492.547546,-1
1744848341.7578027,317.0,-91.0,492.494354,0.02
1744848341.8279436,317.0,-91.0,492.440125,-1
1744848341.962311,317.0,-91.0,492.384796,0.0
1744848342.0331178,317.0,-91.0,492.32843,-1
1744848342.1675208,317.0,-91.0,492.270935,0.0
1744848342.2376742,317.0,-91.0,492.212402,-1
1744848342.372104,317.0,-91.0,492.152802,0.0
1744848342.4429224,317.0,-91.0,492.092102,-1
1744848342.5773156,317.0,-91.0,492.030334,0.0
1744848342.647135,317.0,-91.0,491.967529,-1
1744848342.7816236,317.0,-91.0,491.903625,0.0
1744848342.8527126,317.0,-91.0,491.838654,-1
1744848342.9871485,317.0,-91.0,491.772644,0.0
1744848343.056657,317.0,-91.0,491.705536,-1
1744848343.19106,317.0,-91.0,491.637421,0.0
1744848343.2609901,317.0,-91.0,491.568207,-1
1744848343.3954456,317.0,-91.0,491.497955,0.03
1744848343.4653535,317.0,-91.0,491.426666,-1
1744848343.5996575,317.0,-91.0,491.35434,0.03
1744848343.670932,317.0,-91.0,491.280975,-1
1744848343.8053331,317.0,-91.0,491.206543,0.03
1744848343.877408,317.0,-91.0,491.131134,-1
1744848344.0117366,317.0,-91.0,491.054657,4.47
1744848344.0821683,317.0,-91.0,490.977173,-1
1744848344.2165835,317.0,-91.0,490.898712,12.21
1744848344.2874937,317.0,-91.0,490.819214,-1
1744848344.4219403,317.0,-91.0,490.738708,24.38
1744848344.4911275,317.0,-91.0,490.657227,-1
1744848344.6256845,317.0,-91.0,490.574738,40.94
1744848344.6972513,317.0,-91.0,490.491272,-1
1744848344.8316326,317.0,-91.0,490.40683,62.05
1744848344.9018066,317.0,-91.0,490.321442,-1
1744848345.0362368,317.0,-91.0,490.235077,87.53
1744848345.1055753,317.0,-91.0,490.147766,-1
1744848345.2398489,317.0,-91.0,490.059509,116.83
1744848345.3100595,317.0,-91.0,489.970306,-1
1744848345.4443161,317.0,-91.0,489.880188,150.89
1744848345.5142207,317.0,-91.0,489.789154,-1
1744848345.648615,317.0,-91.0,489.697205,185.13
1744848345.7195818,317.0,-91.0,489.60434,-1
