1742155052.518401,274.0,-115.0,142.384964
1742155056.7658327,274.0,-114.0,141.794342
1742155061.0137084,274.0,-113.0,142.578262
1742155065.257922,274.0,-112.0,143.445435
1742155069.5062537,274.0,-111.0,142.377609
1742155073.7537332,274.0,-110.0,144.550888
1742155078.0020573,274.0,-109.0,144.020874
1742155082.2501986,274.0,-108.0,142.893158
1742155086.4949386,274.0,-107.0,143.853821
1742155090.744547,274.0,-106.0,142.825714
1742155094.9920778,274.0,-105.0,142.151688
1742155099.2447453,274.0,-104.0,143.205597
1742155103.491539,274.0,-103.0,143.560989
1742155107.7392194,274.0,-102.0,142.703751
1742155111.986326,274.0,-101.0,142.40892
1742155116.2356489,274.0,-100.000008,142.062866
1742155120.4838338,274.0,-99.000061,143.486969
1742155124.7293136,274.0,-98.000061,144.598572
1742155128.9765172,274.0,-97.000008,141.068329
1742155133.2231874,274.0,-96.000061,143.878906
1742155137.4740367,274.0,-95.000061,142.619675
1742155141.7218425,274.0,-94.0,141.965714
1742155145.9676805,274.0,-93.000008,141.040741
1742155150.2138872,274.0,-92.0,142.246384
1742155154.4612155,274.0,-91.0,142.234833
1742155158.7109196,274.0,-90.000061,142.424866
1742155162.9599552,274.0,-89.000061,142.908981
1742155167.2092712,274.0,-88.0,142.069916
1742155171.4500287,274.0,-87.000061,143.058746
1742155175.6940432,274.0,-86.000008,141.326508
1742155179.9441762,274.0,-85.0,142.238388
1742155184.1962616,275.0,-114.999962,143.029892
1742155188.447194,275.0,-114.000061,144.082993
1742155192.6956713,275.0,-113.000061,142.27327
1742155196.9478312,275.0,-112.000061,143.939896
1742155201.198721,275.0,-111.000061,144.160812
1742155205.4460225,275.0,-110.000061,142.412323
1742155209.6941874,275.0,-109.000061,143.498672
1742155213.942353,275.0,-108.000061,143.753464
1742155218.19258,275.0,-107.000061,143.048828
1742155222.4432795,275.0,-106.000061,142.359741
1742155226.687644,275.0,-105.000008,141.005981
1742155230.9344046,275.0,-104.000061,143.029495
1742155235.1819382,275.0,-103.000061,144.078522
1742155239.4284027,275.0,-102.0,141.253418
1742155243.676163,275.0,-101.000061,142.22348
1742155247.9241862,275.0,-100.0,142.055542
1742155252.1745598,275.0,-99.000061,144.751648
1742155256.423583,275.0,-98.0,141.190399
1742155260.6710978,275.0,-97.000061,144.509644
1742155264.918061,275.0,-96.000061,144.852478
1742155269.167249,275.0,-95.000061,142.979187
1742155273.4162645,275.0,-94.000061,143.172775
1742155277.6671724,275.0,-93.000061,143.876862
1742155281.9159384,275.0,-92.0,141.833038
1742155286.1634667,275.0,-91.000061,142.480301
1742155290.408724,275.0,-90.000061,144.727371
1742155294.6553743,275.0,-89.000061,142.395737
1742155298.9056191,275.0,-88.000061,142.319946
1742155303.1551564,275.0,-87.000061,143.939438
1742155307.4032242,275.0,-86.000008,141.043655
1742155311.6521788,275.0,-85.0,141.796951
1742155315.9008691,276.0,-114.999962,142.377655
1742155320.1507335,276.0,-114.000061,143.862915
1742155324.4009385,276.0,-113.0,141.199936
1742155328.6503515,276.0,-112.0,141.820816
1742155332.899004,276.0,-111.0,141.226044
1742155337.149899,276.0,-110.0,141.611404
1742155341.399522,276.0,-109.0,141.578156
1742155345.649209,276.0,-108.000061,143.652069
1742155349.8981237,276.0,-107.000061,142.340698
1742155354.146636,276.0,-106.000061,143.964569
1742155358.3943636,276.0,-105.000061,143.940887
1742155362.6415823,276.0,-104.000061,142.711151
1742155366.8891408,276.0,-103.0,142.014862
1742155371.138369,276.0,-102.000061,144.106308
1742155375.389499,276.0,-101.0,141.817429
1742155379.6383479,276.0,-100.0,141.529648
1742155383.8883035,276.0,-99.000061,143.432846
1742155388.137789,276.0,-98.000061,143.785263
1742155392.388764,276.0,-97.000061,143.788254
1742155396.6418898,276.0,-96.000061,143.959
1742155400.8919015,276.0,-95.000061,144.941269
1742155405.143464,276.0,-94.000061,144.346313
1742155409.390054,276.0,-93.000061,142.959015
1742155413.638372,276.0,-92.000061,144.193329
1742155417.8869288,276.0,-91.000061,143.857513
1742155422.1369812,276.0,-90.000061,144.993088
1742155426.3858855,276.0,-89.000008,141.221207
1742155430.6329255,276.0,-88.000061,142.954529
1742155434.8838344,276.0,-87.000061,144.272736
1742155439.135125,276.0,-86.000061,143.654419
1742155443.3851123,276.0,-85.000061,144.557419
1742155447.633002,277.0,-114.999962,144.8638
1742155451.8838272,277.0,-114.0,141.460144
1742155456.1309845,277.0,-113.000061,143.175613
1742155460.3773193,277.0,-112.000061,144.5009
1742155464.6240942,277.0,-111.000061,143.422623
1742155468.8738573,277.0,-110.0,141.295364
1742155473.1234434,277.0,-109.000061,144.612183
1742155477.3730567,277.0,-108.0,141.355057
1742155481.6235704,277.0,-107.000061,144.442871
1742155485.8697367,277.0,-106.000061,144.252319
1742155490.1200027,277.0,-105.000061,143.357117
1742155494.3687587,277.0,-104.0,141.285706
1742155498.6181605,277.0,-103.000061,143.286011
1742155502.8666828,277.0,-102.000061,144.83168
1742155507.1138566,277.0,-101.000061,143.172531
1742155511.3601437,277.0,-100.000061,144.322678
1742155515.6101794,277.0,-99.000061,143.517075
1742155519.8603013,277.0,-98.000061,143.595871
1742155524.1099727,277.0,-97.0,141.141205
1742155528.357645,277.0,-96.0,141.371735
1742155532.607289,277.0,-95.0,141.685837
1742155536.8576944,277.0,-94.0,141.500732
1742155541.1075537,277.0,-93.000061,144.620895
1742155545.3563032,277.0,-92.000008,141.16745
1742155549.6029284,277.0,-91.0,141.620529
1742155553.8507974,277.0,-90.000061,143.353348
