1743486638.9410725,315.0,-100.0,288.0,0.0
1743486638.975406,315.0,-100.0,288.0,0.0
1743486639.0096624,315.0,-100.0,288.0,0.0
1743486639.0438697,315.0,-100.0,288.0,0.0
1743486639.0780518,315.0,-100.0,288.0,0.0
1743486639.112446,315.0,-100.0,287.998718,0.0
1743486639.14674,315.0,-100.0,287.997498,0.0
1743486639.2518547,315.0,-100.0,287.995697,-1
1743486639.3883116,315.0,-100.0,287.993225,0.0
1743486639.4570615,315.0,-100.0,287.98999,-1
1743486639.5916872,315.0,-100.0,287.98587,0.0
1743486639.660933,315.0,-100.0,287.980804,-1
1743486639.7954073,315.0,-100.0,287.97467,0.0
1743486639.8653631,315.0,-100.0,287.967377,-1
1743486640.0007672,315.0,-100.0,287.958893,0.0
1743486640.070857,315.0,-100.0,287.949127,-1
1743486640.205301,315.0,-100.0,287.937958,0.0
1743486640.2752135,315.0,-100.0,287.925385,-1
1743486640.4095974,315.0,-100.0,287.911285,0.0
1743486640.479425,315.0,-100.0,287.89563,-1
1743486640.6138518,315.0,-100.0,287.878357,0.0
1743486640.684764,315.0,-100.0,287.859406,-1
1743486640.8192587,315.0,-100.0,287.838745,0.0
1743486640.889581,315.0,-100.0,287.816254,-1
1743486641.02408,315.0,-100.0,287.791962,0.0
1743486641.0936193,315.0,-100.0,287.765808,-1
1743486641.2279916,315.0,-100.0,287.737732,0.0
1743486641.299386,315.0,-100.0,287.707733,-1
1743486641.4337122,315.0,-100.0,287.67572,0.0
1743486641.5033455,315.0,-100.0,287.641724,-1
1743486641.637662,315.0,-100.0,287.605682,0.0
1743486641.7085185,315.0,-100.0,287.567566,-1
1743486641.8427765,315.0,-100.0,287.527405,0.0
1743486641.9127111,315.0,-100.0,287.485107,-1
1743486642.048298,315.0,-100.0,287.440704,0.0
1743486642.1180727,315.0,-100.0,287.394135,-1
1743486642.2523732,315.0,-100.0,287.345459,0.0
1743486642.3222876,315.0,-100.0,287.294617,-1
1743486642.4566872,315.0,-100.0,287.241608,0.0
1743486642.5274358,315.0,-100.0,287.186462,-1
1743486642.6619928,315.0,-100.0,287.12915,0.0
1743486642.7316813,315.0,-100.0,287.069672,-1
1743486642.866182,315.0,-100.0,287.008026,0.0
1743486642.9363115,315.0,-100.0,286.944244,-1
1743486643.0707803,315.0,-100.0,286.878296,0.0
1743486643.141198,315.0,-100.0,286.810242,-1
1743486643.2766542,315.0,-100.0,286.740082,1.99
1743486643.345804,315.0,-100.0,286.667786,-1
1743486643.4805481,315.0,-100.0,286.593414,5.38
1743486643.550557,315.0,-100.0,286.516998,-1
1743486643.6849263,315.0,-100.000008,286.438507,10.49
1743486643.7552052,315.0,-100.000008,286.358032,-1
1743486643.889623,315.0,-100.000008,286.275513,17.48
1743486643.9592972,315.0,-100.000008,286.191071,-1
1743486644.0936253,314.999969,-100.000008,286.104675,27.17
1743486644.1643367,314.999969,-100.000008,286.016357,-1
1743486644.2989078,314.999969,-100.000008,285.926147,39.91
1743486644.3686604,314.999969,-100.000008,285.834137,-1
1743486644.5030303,314.999969,-100.000008,285.740265,56.8
1743486644.5740983,314.999969,-100.000008,285.644653,-1
1743486644.7084525,314.999969,-100.000008,285.547333,77.99
